engagementKey,userKey,userId,learningMaterialKey,title,department,quizScore,learningMaterialCompletion[0].completed
257,225,670cca73e0941d56b05ee3a5,883,Sed trepide suus clibanus.,Data Engineering,67,True
258,226,670cca73e0941d56b05ee595,159,Cunae denego defendo sum arto utique delinquo cras angustus.,Full Stack,57,False
259,40,670cca73e0941d56b05ee294,391,Urbanus alias absum ager cogito abduco.,Data Engineering,97,True
260,227,670cca73e0941d56b05ee3c3,122,Adstringo sum surgo solium.,Data Engineering,0,True
261,228,670cca73e0941d56b05ee52e,875,Somniculosus talis tutis aestas.,Data Science,19,False
262,229,670cca73e0941d56b05ee46d,507,Delectus utilis strenuus tracto fugit ustulo censura.,Data Engineering,85,True
263,229,670cca73e0941d56b05ee46d,482,Eum substantia admoveo.,Full Stack,27,False
264,230,670cca73e0941d56b05ee597,519,Iusto corroboro cibo tutis tantum.,Full Stack,77,True
265,231,670cca73e0941d56b05ee4ba,87,Vigilo tutis cinis damnatio.,Data Engineering,37,True
266,232,670cca73e0941d56b05ee5be,71,Tener absum coepi terminatio.,Data Science,64,False
267,233,670cca73e0941d56b05ee31c,321,Degero abbas tam virtus absque cogito.,Data Science,82,True
268,234,670cca73e0941d56b05ee582,227,Capio tendo aeneus adsidue amplexus.,Full Stack,69,False
269,119,670cca73e0941d56b05ee443,626,Vita cras textus.,Data Science,4,True
270,235,670cca73e0941d56b05ee3bb,669,Tunc tener tertius.,Data Engineering,13,False
271,236,670cca73e0941d56b05ee407,429,Eaque catena uter depraedor administratio ducimus voluptatum pauci suggero.,Full Stack,49,True
272,201,670cca73e0941d56b05ee328,631,Confido turpis suppono mollitia necessitatibus tripudio textor.,Full Stack,68,False
273,237,670cca73e0941d56b05ee315,593,Laborum tempus coaegresco.,Data Science,40,True
274,238,670cca73e0941d56b05ee420,796,Tendo sustineo tui termes varietas supellex.,Data Science,49,True
275,239,670cca73e0941d56b05ee4e0,240,Charisma supra uter comedo assumenda suspendo ullam congregatio caelestis utpote.,Full Stack,12,False
276,240,670cca73e0941d56b05ee47e,898,Timidus depromo demoror debeo basium aliqua debeo ascit.,Data Science,69,False
277,126,670cca73e0941d56b05ee53c,875,Somniculosus talis tutis aestas.,Data Science,65,False
278,241,670cca73e0941d56b05ee3f8,197,Videlicet verbum laudantium decumbo adsum coniecto curto audax advenio vacuus.,Data Engineering,26,True
279,242,670cca73e0941d56b05ee4f8,835,Cresco aro astrum tunc copia.,Full Stack,71,False
280,243,670cca73e0941d56b05ee5b6,630,Trepide stillicidium vicissitudo abscido reiciendis arto combibo taceo nulla.,Full Stack,0,True
281,244,670cca73e0941d56b05ee41b,428,Tui adimpleo suggero accusamus.,Data Science,75,True
282,245,670cca73e0941d56b05ee5f6,24,Aer tum vir.,Full Stack,52,False
283,246,670cca73e0941d56b05ee5c9,655,Aspernatur una labore aspicio tot attonbitus ager pauper.,Full Stack,5,False
284,247,670cca73e0941d56b05ee50f,726,Amor desolo claustrum vado nihil super adulescens.,Data Engineering,8,False
285,248,670cca73e0941d56b05ee3fc,214,Verumtamen carcer capillus termes spero arbitro magnam vergo adiuvo curis.,Full Stack,98,False
286,240,670cca73e0941d56b05ee47e,152,Conscendo tepesco cometes textor turpis creator viridis suadeo deleniti.,Data Engineering,71,True
287,249,670cca73e0941d56b05ee4cc,99,Cinis tres tabesco excepturi crinis utroque corrumpo.,Data Science,83,False
288,68,670cca73e0941d56b05ee3e5,777,Culpo testimonium vulpes labore assumenda utique.,Data Science,59,False
289,45,670cca73e0941d56b05ee553,257,Culpa accendo valeo antiquus caput.,Full Stack,10,False
290,250,670cca73e0941d56b05ee55a,627,Tantum acervus sol cogito viridis degenero conitor temporibus accommodo aut.,Full Stack,92,True
291,251,670cca73e0941d56b05ee656,602,Temporibus bibo abscido utrum tamisium comis aperte sequi.,Full Stack,9,False
292,252,670cca73e0941d56b05ee2f3,152,Conscendo tepesco cometes textor turpis creator viridis suadeo deleniti.,Data Engineering,46,True
293,253,670cca73e0941d56b05ee297,564,Volup placeat error.,Full Stack,11,False
294,126,670cca73e0941d56b05ee53c,353,Quae denique vulnus.,Full Stack,43,True
295,254,670cca73e0941d56b05ee4a6,724,Deficio solutio aiunt crastinus aranea conduco.,Data Engineering,96,True
296,57,670cca73e0941d56b05ee55e,213,Curtus valens curso civitas terebro curiositas capitulus assentator adinventitias adfero.,Data Science,12,True
297,255,670cca73e0941d56b05ee633,641,Aiunt officia tribuo ademptio bibo appositus speculum sapiente et.,Full Stack,57,True
298,82,670cca73e0941d56b05ee64a,675,Cibus combibo molestiae.,Data Engineering,94,False
299,256,670cca73e0941d56b05ee3f9,140,Nostrum architecto caput cuppedia vilicus alveus degero arbitro.,Data Engineering,31,False
300,257,670cca73e0941d56b05ee2da,946,Tamen agnosco delectus crapula.,Full Stack,45,False
301,258,670cca73e0941d56b05ee535,475,Antepono summopere supplanto copiose dolor ubi testimonium contra.,Data Engineering,38,False
302,187,670cca73e0941d56b05ee57d,92,Statim torrens vilitas defessus attollo admoneo.,Data Science,76,False
303,259,670cca73e0941d56b05ee35d,438,Ea vilitas tollo umerus.,Full Stack,55,True
304,260,670cca73e0941d56b05ee4f2,377,Sonitus coepi vesper tempore tantum coniuratio vehemens ustilo.,Data Science,42,True
305,68,670cca73e0941d56b05ee3e5,524,Tres adeo terror aggero accommodo vester vita averto.,Full Stack,77,False
306,261,670cca73e0941d56b05ee378,659,Contego tamen amaritudo pariatur trans subvenio volutabrum carbo voluptate.,Data Engineering,61,True
307,262,670cca73e0941d56b05ee62a,911,Truculenter aut valetudo peior rerum considero vulticulus.,Full Stack,26,True
308,263,670cca73e0941d56b05ee40a,861,Ciminatio candidus corona.,Data Engineering,3,False
309,264,670cca73e0941d56b05ee573,491,Deporto territo tui cupiditas clam cui amor.,Full Stack,100,False
310,265,670cca73e0941d56b05ee2e6,404,Suscipio tepesco acies.,Data Science,50,False
311,266,670cca73e0941d56b05ee54a,136,Antiquus dapifer uredo quia cuius victus vitium voveo summisse.,Data Science,11,True
312,204,670cca73e0941d56b05ee449,874,Urbanus vaco beatus supra texo aeger aptus tolero eaque sub.,Full Stack,41,True
313,208,670cca73e0941d56b05ee4eb,148,Amplitudo aestus vito totus avarus conturbo bellum.,Data Engineering,72,True
314,267,670cca73e0941d56b05ee2e1,482,Eum substantia admoveo.,Full Stack,87,True
315,50,670cca73e0941d56b05ee4a2,842,Sono vilis occaecati.,Full Stack,9,True
316,246,670cca73e0941d56b05ee5c9,870,Repellendus bonus arguo traho minima audentia sumptus perferendis temporibus.,Data Engineering,91,False
317,250,670cca73e0941d56b05ee55a,731,Delego bonus veritas rem arto.,Full Stack,86,True
318,268,670cca73e0941d56b05ee5b3,361,Conculco nostrum approbo aggero audio.,Full Stack,39,False
319,269,670cca73e0941d56b05ee5d9,933,Coerceo delectatio verecundia arca quia tabesco curatio denuo brevis decet.,Full Stack,19,False
320,270,670cca73e0941d56b05ee599,193,Artificiose solio cornu.,Data Science,78,True
321,119,670cca73e0941d56b05ee443,382,Coruscus rem centum vulgus cursim.,Data Engineering,36,True
322,271,670cca73e0941d56b05ee386,195,Talis succurro certe assumenda usque.,Data Engineering,6,True
323,272,670cca73e0941d56b05ee2bd,242,Tendo cetera placeat cibus conventus ut cresco tricesimus volutabrum.,Data Engineering,59,False
324,255,670cca73e0941d56b05ee633,789,Adfero charisma vester accusantium arcesso despecto tracto tristis quia.,Data Science,98,False
325,273,670cca73e0941d56b05ee49b,672,Decor aliqua cumque caput terminatio vacuus dolores autem angulus.,Full Stack,41,True
326,274,670cca73e0941d56b05ee29d,934,Quam adsuesco neque illo sequi triumphus.,Data Science,54,True
327,275,670cca73e0941d56b05ee2a0,111,Sonitus tenetur attonbitus deprimo temptatio defleo contigo.,Data Engineering,88,True
328,276,670cca73e0941d56b05ee3b6,596,Corpus carcer asperiores adduco enim supellex appositus.,Data Science,87,True
329,277,670cca73e0941d56b05ee3d7,109,Despecto subseco cupio quibusdam crebro vel summopere asporto coaegresco molestias.,Data Science,46,False
330,278,670cca73e0941d56b05ee412,184,Atrox paens defendo quibusdam ventosus pecto.,Full Stack,20,True
331,279,670cca73e0941d56b05ee425,941,Taceo vae animus quod.,Full Stack,5,False
332,155,670cca73e0941d56b05ee3e8,296,Sollicito aspernatur sulum sortitus.,Data Science,53,True
333,280,670cca73e0941d56b05ee4e2,403,Thermae amplus civitas asporto arbor angustus adstringo nihil laboriosam.,Data Engineering,64,True
334,281,670cca73e0941d56b05ee4ea,933,Coerceo delectatio verecundia arca quia tabesco curatio denuo brevis decet.,Full Stack,37,False
335,282,670cca73e0941d56b05ee3a1,204,Sponte asporto conduco labore vapulus demulceo amplus desparatus tricesimus calamitas.,Data Engineering,59,True
336,283,670cca73e0941d56b05ee4aa,63,Eius adipisci atavus comburo umbra tamisium bellicus degenero venio.,Data Science,97,False
337,8,670cca73e0941d56b05ee631,364,Adhaero concedo adfectus acervus aliquid supra.,Data Science,3,True
338,284,670cca73e0941d56b05ee33d,585,Apparatus clarus laboriosam tripudio.,Data Science,39,True
339,285,670cca73e0941d56b05ee4d5,751,Tutis supplanto reiciendis culpo debilito cras tutis.,Data Engineering,40,False
340,286,670cca73e0941d56b05ee53e,482,Eum substantia admoveo.,Full Stack,30,True
341,287,670cca73e0941d56b05ee628,518,Ipsum decumbo ago deorsum ullus clam provident temptatio alii laudantium.,Full Stack,0,True
342,288,670cca73e0941d56b05ee494,120,Quod temeritas rem decens demergo nam bellicus.,Data Science,12,True
343,289,670cca73e0941d56b05ee308,117,Conitor solutio alias veritatis.,Data Science,92,True
344,290,670cca73e0941d56b05ee65d,336,Nihil tandem averto curvo accusantium.,Data Engineering,68,False
345,291,670cca73e0941d56b05ee50d,978,Temporibus accendo adopto amitto statim cresco.,Full Stack,71,True
346,292,670cca73e0941d56b05ee2a7,984,Contra artificiose utrimque ab perferendis aestivus vix corporis coepi cena.,Full Stack,51,True
347,152,670cca73e0941d56b05ee52d,727,Conduco crudelis cuppedia impedit dolores dolor necessitatibus.,Full Stack,18,False
348,293,670cca73e0941d56b05ee2a8,656,Voco unus synagoga civitas amplus adipiscor aggredior.,Data Engineering,15,False
349,294,670cca73e0941d56b05ee42e,605,Articulus cultellus quaerat venia tumultus temeritas vinitor cena strenuus amaritudo.,Full Stack,11,False
350,295,670cca73e0941d56b05ee33e,904,Animadverto facere natus facilis caelestis decumbo centum.,Data Science,98,True
351,296,670cca73e0941d56b05ee615,539,Adfero trucido tutamen.,Data Science,30,False
352,297,670cca73e0941d56b05ee505,275,Fuga corporis commemoro amissio tyrannus assentator tantillus.,Data Engineering,25,True
353,80,670cca73e0941d56b05ee2d1,563,Clarus aliquid depopulo adulatio aequitas umquam arguo.,Data Science,74,False
354,298,670cca73e0941d56b05ee5af,582,Hic stipes aegrotatio ait.,Data Engineering,63,True
355,299,670cca73e0941d56b05ee2c6,3,Capto quisquam caute ea cuppedia contego averto.,Data Engineering,52,False
356,300,670cca73e0941d56b05ee36e,605,Articulus cultellus quaerat venia tumultus temeritas vinitor cena strenuus amaritudo.,Full Stack,9,True
357,289,670cca73e0941d56b05ee308,916,Ustulo cavus comitatus dolore subito adopto magnam teres.,Data Science,23,True
358,301,670cca73e0941d56b05ee3dd,465,Tabernus ater conatus caveo.,Data Engineering,48,False
359,276,670cca73e0941d56b05ee3b6,298,Tactus cresco cupressus.,Full Stack,65,True
360,302,670cca73e0941d56b05ee34c,949,Vigilo aliqua ager.,Data Science,4,True
361,303,670cca73e0941d56b05ee642,199,Usitas pax corrupti vero.,Full Stack,35,True
362,304,670cca73e0941d56b05ee5bb,30,Adeptio traho tempora debilito verbera necessitatibus totam.,Full Stack,52,True
363,305,670cca73e0941d56b05ee4ed,314,Quibusdam tabella virgo.,Data Engineering,75,True
364,306,670cca73e0941d56b05ee517,764,Viridis cogo qui ager vere cimentarius quisquam pectus.,Data Engineering,23,False
365,307,670cca73e0941d56b05ee5e7,389,Audeo admiratio torrens.,Data Engineering,39,False
366,308,670cca73e0941d56b05ee3c1,793,Civitas demo cervus magnam crustulum pecco.,Data Engineering,74,True
367,265,670cca73e0941d56b05ee2e6,431,Vinculum armarium iusto alienus baiulus cogo.,Full Stack,94,True
368,76,670cca73e0941d56b05ee49a,233,Esse cupio sperno termes praesentium.,Data Science,55,False
369,309,670cca73e0941d56b05ee36d,529,Suscipio ullus decimus vinum turba velociter repudiandae conitor video adhaero.,Data Science,19,True
370,310,670cca73e0941d56b05ee47d,512,Turpis synagoga corrupti tandem alienus deripio paulatim.,Data Science,20,False
371,311,670cca73e0941d56b05ee44c,416,Curtus arguo amitto sequi voluntarius.,Data Science,81,False
372,312,670cca73e0941d56b05ee652,5,Voco acervus vir coniecto accusantium.,Data Science,44,True
373,313,670cca73e0941d56b05ee314,249,Tenuis crapula defetiscor comptus cuius.,Data Engineering,26,True
374,314,670cca73e0941d56b05ee471,169,Caelum animus vinculum tolero unus stips veritas adfectus.,Data Engineering,65,True
375,315,670cca73e0941d56b05ee5e9,615,Annus audacia coaegresco terra.,Data Engineering,20,False
376,316,670cca73e0941d56b05ee383,207,Sordeo adhuc tener crustulum spero libero decerno facilis.,Data Engineering,28,False
377,317,670cca73e0941d56b05ee4df,421,Defetiscor thermae credo teneo utpote cauda subiungo aurum amplexus abduco.,Data Science,58,False
378,50,670cca73e0941d56b05ee4a2,703,Nisi arguo alias depono vapulus adfero vobis tabula ars.,Data Engineering,16,True
379,318,670cca73e0941d56b05ee5bc,522,Officiis sum verumtamen acies cotidie debeo apto theca.,Data Engineering,21,True
380,319,670cca73e0941d56b05ee56e,400,Alveus supellex alii valetudo verbum tactus sol deinde.,Full Stack,81,False
381,320,670cca73e0941d56b05ee4ee,31,Accusantium angulus subiungo depono.,Data Science,36,False
382,321,670cca73e0941d56b05ee293,883,Sed trepide suus clibanus.,Data Engineering,48,False
383,322,670cca73e0941d56b05ee570,653,Aveho deinde tremo thermae custodia vomito laborum autus copia talio.,Data Engineering,77,True
384,323,670cca73e0941d56b05ee4be,444,Certus corona volo culpo animi color.,Full Stack,44,True
385,97,670cca73e0941d56b05ee580,292,Vitae nostrum totidem vobis vulgo rerum.,Data Engineering,19,False
386,324,670cca73e0941d56b05ee5db,768,Accusamus paulatim deprimo adduco carcer contra audax custodia.,Data Science,66,True
387,88,670cca73e0941d56b05ee52a,65,Iusto conatus arceo cui attollo defessus verto atrox astrum.,Data Engineering,22,True
388,325,670cca73e0941d56b05ee343,109,Despecto subseco cupio quibusdam crebro vel summopere asporto coaegresco molestias.,Data Science,99,True
389,326,670cca73e0941d56b05ee410,548,Vulnus saepe canonicus aurum demo corrigo.,Data Engineering,83,True
390,327,670cca73e0941d56b05ee4d1,48,Approbo auctor inflammatio adficio vallum creptio.,Full Stack,25,True
391,328,670cca73e0941d56b05ee295,853,Depopulo velut cicuta cornu.,Data Science,84,False
392,243,670cca73e0941d56b05ee5b6,597,Perferendis cognomen verto.,Data Engineering,33,False
393,329,670cca73e0941d56b05ee4cf,374,Ullam cinis capillus tot altus.,Data Science,88,False
394,330,670cca73e0941d56b05ee4f7,612,Sint bardus iusto aegrus vorago cupressus conservo timor antepono.,Data Science,92,False
395,70,670cca73e0941d56b05ee29b,516,Averto rem bis cauda tam cribro conculco.,Data Engineering,76,False
396,331,670cca73e0941d56b05ee377,246,Talus supellex crudelis.,Data Science,43,True
397,332,670cca73e0941d56b05ee598,49,Comparo acerbitas audio thema.,Data Science,52,False
398,333,670cca73e0941d56b05ee279,762,Animadverto super quos perspiciatis decerno correptius.,Full Stack,95,True
399,334,670cca73e0941d56b05ee2fd,936,Repellat stips conduco vinculum adfectus.,Data Engineering,12,False
400,335,670cca73e0941d56b05ee41d,303,Conventus labore stipes odit.,Full Stack,65,True
401,235,670cca73e0941d56b05ee3bb,588,Via celer suasoria coepi tamdiu.,Data Science,2,True
402,313,670cca73e0941d56b05ee314,286,Titulus benigne asper.,Full Stack,74,True
403,336,670cca73e0941d56b05ee48c,224,Cursim vado antepono capitulus volup sapiente vilis comprehendo explicabo cerno.,Full Stack,80,False
404,337,670cca73e0941d56b05ee317,455,Brevis curto umbra.,Data Science,35,True
405,67,670cca73e0941d56b05ee393,571,Stipes caelestis aperio cupio allatus.,Data Science,13,True
406,338,670cca73e0941d56b05ee32e,123,Vomito vulnus summisse celo vespillo aeneus atrox utor.,Full Stack,24,False
407,339,670cca73e0941d56b05ee607,784,Numquam explicabo copia vomer supellex vacuus curriculum.,Full Stack,9,False
408,288,670cca73e0941d56b05ee494,61,Astrum termes quae amplus ipsam.,Data Engineering,19,False
409,340,670cca73e0941d56b05ee37f,887,Avarus cursim vel aspicio accusantium astrum alveus tamen quod pauci.,Data Engineering,49,True
410,341,670cca73e0941d56b05ee354,444,Certus corona volo culpo animi color.,Full Stack,51,False
411,342,670cca73e0941d56b05ee428,4,Ter baiulus trans asperiores.,Data Science,13,True
412,343,670cca73e0941d56b05ee542,490,Bos veritatis candidus tergiversatio cubo nulla cubitum hic.,Full Stack,68,False
413,344,670cca73e0941d56b05ee38d,32,Error facere omnis tero balbus cupressus adulatio adfectus.,Data Engineering,30,True
414,217,670cca73e0941d56b05ee5b0,5,Voco acervus vir coniecto accusantium.,Data Science,58,False
415,217,670cca73e0941d56b05ee5b0,636,Velum thymbra similique delego venio arbor amplitudo.,Data Science,74,False
416,102,670cca73e0941d56b05ee46e,34,Casso absorbeo cunctatio.,Full Stack,1,True
417,345,670cca73e0941d56b05ee4dd,432,Apparatus terror sophismata curia claro carus explicabo dicta repellat.,Data Science,24,False
418,191,670cca73e0941d56b05ee37b,95,Verbera volubilis decerno abduco.,Full Stack,5,True
419,125,670cca73e0941d56b05ee541,52,Cibo sequi apostolus apparatus sol cervus.,Data Engineering,82,False
420,14,670cca73e0941d56b05ee376,695,Conqueror admitto textilis aurum arguo sufficio ipsa cursim talio turba.,Full Stack,49,False
421,346,670cca73e0941d56b05ee2ca,676,Deserunt adipiscor amor sperno debilito tergum ea arto demens.,Full Stack,14,False
422,347,670cca73e0941d56b05ee431,341,Confugo voco cunctatio spiculum comes summa caecus ulciscor solus allatus.,Data Science,5,False
423,52,670cca73e0941d56b05ee549,292,Vitae nostrum totidem vobis vulgo rerum.,Data Engineering,31,False
424,348,670cca73e0941d56b05ee4fb,466,Caecus occaecati atavus coadunatio abeo auctor.,Full Stack,73,False
425,349,670cca73e0941d56b05ee56d,526,Labore tepidus templum depopulo canonicus.,Data Engineering,76,True
426,350,670cca73e0941d56b05ee424,960,Candidus conservo doloribus ustulo pel summopere conventus celebrer quas.,Full Stack,48,False
427,351,670cca73e0941d56b05ee644,782,Admitto somniculosus cognatus trepide aliquam cupio vinculum.,Full Stack,82,True
428,352,670cca73e0941d56b05ee593,351,Varietas dapifer aequitas vociferor theca crepusculum enim laborum.,Data Science,59,False
429,353,670cca73e0941d56b05ee543,346,Ad suppono video sto sopor conventus viridis vorax tenetur.,Data Science,12,False
430,354,670cca73e0941d56b05ee435,467,Natus aureus atavus tibi nihil unus.,Data Science,83,False
431,355,670cca73e0941d56b05ee3cc,246,Talus supellex crudelis.,Data Science,51,False
432,318,670cca73e0941d56b05ee5bc,321,Degero abbas tam virtus absque cogito.,Data Science,52,False
433,356,670cca73e0941d56b05ee460,309,Templum deficio deprecator officiis aperio desidero.,Full Stack,73,True
434,357,670cca73e0941d56b05ee5ae,585,Apparatus clarus laboriosam tripudio.,Data Science,99,True
435,358,670cca73e0941d56b05ee588,191,Beatae crapula comis supellex.,Full Stack,100,False
436,359,670cca73e0941d56b05ee2d2,787,Utrimque cohaero spes vae curiositas audacia.,Data Science,20,True
437,360,670cca73e0941d56b05ee33f,129,Molestiae suffragium ultra.,Data Engineering,90,False
438,314,670cca73e0941d56b05ee471,637,Ver antiquus nihil balbus corrumpo aduro deludo arcesso.,Full Stack,38,True
439,21,670cca73e0941d56b05ee42d,963,Voluptates confido denuo aut accusator cur nisi caecus.,Data Engineering,71,False
440,361,670cca73e0941d56b05ee408,505,Cavus ullus cupiditate fugit suffragium alo corroboro acidus.,Data Science,33,False
441,362,670cca73e0941d56b05ee2c9,201,Nihil ab sto cruentus claudeo caelestis.,Full Stack,58,False
442,363,670cca73e0941d56b05ee3c9,260,Amor spero causa verumtamen volva usitas.,Full Stack,97,True
443,364,670cca73e0941d56b05ee51e,274,Textilis minima theca audax carbo subvenio voco.,Data Science,94,True
444,365,670cca73e0941d56b05ee33b,122,Adstringo sum surgo solium.,Data Engineering,69,False
445,32,670cca73e0941d56b05ee27e,578,Culpa acidus porro ara viriliter cometes voro uxor peior.,Full Stack,54,True
446,172,670cca73e0941d56b05ee4e3,172,Totus ars tenax acsi.,Full Stack,82,False
447,366,670cca73e0941d56b05ee4f5,875,Somniculosus talis tutis aestas.,Data Science,33,False
448,294,670cca73e0941d56b05ee42e,550,Sit patrocinor accusator veniam denuncio.,Data Science,87,True
449,367,670cca73e0941d56b05ee614,51,Chirographum recusandae comis acceptus ducimus.,Full Stack,44,True
450,368,670cca73e0941d56b05ee359,788,Patrocinor celebrer adeo tergum vomer officiis beatus sortitus adhaero agnitio.,Data Engineering,79,False
451,369,670cca73e0941d56b05ee362,927,Dedico cena concedo conventus.,Full Stack,100,False
452,370,670cca73e0941d56b05ee5a4,717,Venio cura volaticus arceo vestigium magni corona.,Data Engineering,34,True
453,360,670cca73e0941d56b05ee33f,558,Officiis audio speciosus decretum victoria.,Data Science,57,False
454,371,670cca73e0941d56b05ee4a9,659,Contego tamen amaritudo pariatur trans subvenio volutabrum carbo voluptate.,Data Engineering,45,False
455,372,670cca73e0941d56b05ee416,346,Ad suppono video sto sopor conventus viridis vorax tenetur.,Data Science,87,True
456,373,670cca73e0941d56b05ee4c6,883,Sed trepide suus clibanus.,Data Engineering,16,True
457,374,670cca73e0941d56b05ee60b,172,Totus ars tenax acsi.,Full Stack,77,False
458,375,670cca73e0941d56b05ee3dc,368,Certus tristis barba pecto magni audio crur casso.,Data Engineering,65,False
459,174,670cca73e0941d56b05ee4c0,716,Spes cur vero campana ambitus comminor vos surgo.,Data Engineering,13,False
460,376,670cca73e0941d56b05ee507,693,Colo cursim annus capto paens audentia carcer trans vetus.,Data Science,63,True
461,377,670cca73e0941d56b05ee527,132,Aliquid tricesimus velit.,Data Science,20,False
462,378,670cca73e0941d56b05ee2b0,648,Aqua viduo convoco maiores hic tamdiu absens adfectus sunt.,Full Stack,53,False
463,290,670cca73e0941d56b05ee65d,376,Deorsum ait colligo tui carpo.,Data Engineering,86,False
464,15,670cca73e0941d56b05ee51b,637,Ver antiquus nihil balbus corrumpo aduro deludo arcesso.,Full Stack,30,False
465,379,670cca73e0941d56b05ee463,57,Cogito ipsam amplexus voluptatem corrigo adduco cupressus.,Full Stack,77,True
466,214,670cca73e0941d56b05ee2f2,933,Coerceo delectatio verecundia arca quia tabesco curatio denuo brevis decet.,Full Stack,80,True
467,380,670cca73e0941d56b05ee578,859,Solutio curso sol coniecto debeo laborum absque ater crudelis.,Full Stack,16,False
468,216,670cca73e0941d56b05ee48a,795,Ullam fuga administratio appono repellendus culpo titulus creo thesaurus.,Full Stack,63,True
469,381,670cca73e0941d56b05ee5f1,451,Universe cultellus suscipio argentum amplitudo tergo occaecati.,Data Engineering,77,False
470,382,670cca73e0941d56b05ee3ef,648,Aqua viduo convoco maiores hic tamdiu absens adfectus sunt.,Full Stack,70,False
471,383,670cca73e0941d56b05ee65a,52,Cibo sequi apostolus apparatus sol cervus.,Data Engineering,24,False
472,131,670cca73e0941d56b05ee5f5,612,Sint bardus iusto aegrus vorago cupressus conservo timor antepono.,Data Science,98,True
473,257,670cca73e0941d56b05ee2da,274,Textilis minima theca audax carbo subvenio voco.,Data Science,57,False
474,86,670cca73e0941d56b05ee5ff,73,Celo alienus arx decipio.,Full Stack,9,False
475,384,670cca73e0941d56b05ee658,448,Ater conduco textus animadverto conturbo.,Data Engineering,37,True
476,250,670cca73e0941d56b05ee55a,793,Civitas demo cervus magnam crustulum pecco.,Data Engineering,65,True
477,50,670cca73e0941d56b05ee4a2,149,Dolor ipsa et comitatus.,Data Engineering,3,False
478,384,670cca73e0941d56b05ee658,23,Universe sulum dolorum maiores capitulus approbo ultio.,Data Science,97,False
479,385,670cca73e0941d56b05ee464,101,Repellat admitto cito absconditus tabernus taceo placeat sumptus aurum.,Full Stack,73,True
480,314,670cca73e0941d56b05ee471,726,Amor desolo claustrum vado nihil super adulescens.,Data Engineering,64,True
481,247,670cca73e0941d56b05ee50f,489,Adsuesco vito thymbra trucido comprehendo dapifer tersus.,Data Engineering,86,False
482,386,670cca73e0941d56b05ee286,990,Accusator usus desolo.,Data Science,63,False
483,387,670cca73e0941d56b05ee45c,45,Terebro desidero cogo cogo pauper triduana illum veritatis traho.,Full Stack,17,True
484,333,670cca73e0941d56b05ee279,192,Tui auctus cattus qui apud beatae.,Full Stack,76,True
485,388,670cca73e0941d56b05ee625,809,Vetus aedificium vulgivagus ciminatio vigor acer desipio cerno bibo.,Data Science,89,True
486,389,670cca73e0941d56b05ee654,513,Absum tristis video urbs communis.,Data Science,96,True
487,183,670cca73e0941d56b05ee53b,859,Solutio curso sol coniecto debeo laborum absque ater crudelis.,Full Stack,42,False
488,390,670cca73e0941d56b05ee638,401,Corrumpo avaritia earum avarus.,Data Science,67,False
489,391,670cca73e0941d56b05ee45b,135,Theologus civis tergeo optio vorax ascisco subiungo villa votum ante.,Data Science,9,False
490,392,670cca73e0941d56b05ee653,229,Concedo vere curso.,Data Engineering,46,False
491,393,670cca73e0941d56b05ee4ec,708,Termes cursus tertius aestus.,Full Stack,31,True
492,394,670cca73e0941d56b05ee335,531,Carmen balbus sponte theologus praesentium vacuus aperiam auctus agnitio commodi.,Data Science,73,True
493,395,670cca73e0941d56b05ee552,736,Thalassinus inventore solus aeger defleo.,Data Science,24,False
494,396,670cca73e0941d56b05ee302,901,Adeptio comitatus casso capto auxilium vero condico angustus.,Full Stack,92,False
495,12,670cca73e0941d56b05ee606,627,Tantum acervus sol cogito viridis degenero conitor temporibus accommodo aut.,Full Stack,96,True
496,397,670cca73e0941d56b05ee643,500,Venio universe vulgaris vesco ambitus carus cumque aliquam consequuntur.,Data Engineering,97,False
497,209,670cca73e0941d56b05ee486,224,Cursim vado antepono capitulus volup sapiente vilis comprehendo explicabo cerno.,Full Stack,59,False
498,398,670cca73e0941d56b05ee55f,912,Itaque decor iusto corrupti cernuus suasoria teres talis summopere atqui.,Full Stack,82,True
499,399,670cca73e0941d56b05ee28d,942,Abutor barba ultra clarus aeger uxor dedecor aspernatur cibus.,Full Stack,83,False
500,400,670cca73e0941d56b05ee4cd,440,Vulgaris utpote vito basium.,Full Stack,95,True
501,401,670cca73e0941d56b05ee4c3,75,Curiositas cuppedia conscendo ustulo et adeptio.,Data Science,77,False
502,402,670cca73e0941d56b05ee466,700,Approbo cattus blandior denique aureus.,Full Stack,33,False
503,376,670cca73e0941d56b05ee507,518,Ipsum decumbo ago deorsum ullus clam provident temptatio alii laudantium.,Full Stack,6,False
504,287,670cca73e0941d56b05ee628,746,Vestigium tamdiu audeo repellat paulatim condico tametsi.,Data Engineering,10,False
505,403,670cca73e0941d56b05ee485,400,Alveus supellex alii valetudo verbum tactus sol deinde.,Full Stack,1,True
506,373,670cca73e0941d56b05ee4c6,637,Ver antiquus nihil balbus corrumpo aduro deludo arcesso.,Full Stack,31,False
507,246,670cca73e0941d56b05ee5c9,49,Comparo acerbitas audio thema.,Data Science,98,True
508,25,670cca73e0941d56b05ee357,145,Aeger tribuo vestigium curvo comptus.,Data Engineering,25,True
509,404,670cca73e0941d56b05ee512,48,Approbo auctor inflammatio adficio vallum creptio.,Full Stack,71,False
